Title,Year,Publisher,Genre,Console
Tales of Phantasia,1995,Namco Limited,"Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Taz-Mania,1992,"Playtronic Industrial Ltda., Sun Corporation of America",Action,Super Nintendo Entertainment System
Tecmo Super Baseball,1994,"Tecmo, Inc., Tecmo, Ltd.",Sports,Super Nintendo Entertainment System
Tecmo Super Bowl,1993,"Tecmo, Inc., Tecmo, Ltd.",Sports,Super Nintendo Entertainment System
Tecmo Super Bowl III: Final Edition,1995,"Tecmo, Inc., Tecmo, Ltd.",Sports,Super Nintendo Entertainment System
Tecmo Super Bowl II: Special Edition,1994,"Tecmo, Inc., Tecmo, Ltd.",Sports,Super Nintendo Entertainment System
Tecmo Super NBA Basketball,1992,"Tecmo, Inc., Tecmo, Ltd.",Sports,Super Nintendo Entertainment System
Teenage Mutant Ninja Turtles: Tournament Fighters,1993,"Konami Co., Ltd., Konami (America), Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Teenage Mutant Ninja Turtles: Turtles in Time,1992,"Konami Co., Ltd., Konami Deutschland GmbH, Konami, Inc.",Action,Super Nintendo Entertainment System
Tenchi Muy?! Game-hen,1995,"Banpresto Co., Ltd.","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Tengai Maky? Zero,1995,"Hudson Soft Company, Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Tenshi no Uta: Shiroki Tsubasa no Inori,1994,"Telenet Japan Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Terminator 2: Judgment Day,1993,"Acclaim Japan, Ltd., LJN, Ltd., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
The Terminator,1993,"Mindscape, Inc.","Action, Racing / driving",Super Nintendo Entertainment System
Terranigma,1995,"Enix Corporation, Nintendo Australia Pty., Ltd., Nintendo of Europe GmbH","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Tetris 2,1994,"Bullet-Proof Software, Inc., Nintendo Co., Ltd., Nintendo of America Inc.","Action, Puzzle",Super Nintendo Entertainment System
Tetris Attack,1996,"Nintendo of America Inc., Playtronic Industrial Ltda.","Action, Puzzle",Super Nintendo Entertainment System
Tetris Battle Gaiden,1993,"Bullet-Proof Software, Inc.","Action, Puzzle",Super Nintendo Entertainment System
Tetris & Dr. Mario,1994,"Nintendo Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.","Action, Compilation, Puzzle",Super Nintendo Entertainment System
The Legend of Zelda: A Link to the Past,1991,"Nintendo Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Theme Park,1995,"Ocean Software Ltd., Electronic Arts Victor",Strategy / tactics,Super Nintendo Entertainment System
Thomas the Tank Engine & Friends,1993,THQ Inc.,"Action, Puzzle",Super Nintendo Entertainment System
Thunder Spirits,1991,"Seika Corporation, Toshiba-EMI Ltd.",Action,Super Nintendo Entertainment System
The Tick,1994,"Fox Interactive, Inc.",Action,Super Nintendo Entertainment System
Timecop,1995,"JVC Musical Industries, Inc., Victor Entertainment Inc.",Action,Super Nintendo Entertainment System
Time Slip,1993,"Vic Tokai, Inc.",Action,Super Nintendo Entertainment System
Time Trax,1994,Malibu Games,Action,Super Nintendo Entertainment System
TinHead,2019,Piko Interactive LLC,Action,Super Nintendo Entertainment System
Tin Star,1994,Nintendo of America Inc.,Action,Super Nintendo Entertainment System
Tintin in Tibet,1995,Infogrames Europe SA,Action,Super Nintendo Entertainment System
Tiny Toon Adventures: Buster Busts Loose!,1992,"Konami Co., Ltd., Konami UK Ltd., Konami of Europe GmbH, Konami of America, Inc.",Action,Super Nintendo Entertainment System
Tiny Toon Adventures: Wacky Sports Challenge,1994,"Konami Co., Ltd., Konami (America), Inc.",Sports,Super Nintendo Entertainment System
TKO Super Championship Boxing ,1992,"SOFEL Co., Ltd., SOFEL Corp.",Sports,Super Nintendo Entertainment System
TNN Bass Tournament of Champions,1994,"American Softworks Corporation, King Record Co. Ltd.","Simulation, Sports",Super Nintendo Entertainment System
Todd McFarlane's Spawn: The Video Game,1995,"Acclaim Entertainment, Inc., Sony Electronic Publishing Ltd.",Action,Super Nintendo Entertainment System
Tokimeki Memorial: Densetsu no Ki no Shita de,1996,"Konami Co., Ltd.",Adventure,Super Nintendo Entertainment System
Tom and Jerry,1993,"Altron Corporation, Hi-Tech Expressions, Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Tommy Moe's Winter Extreme: Skiing & Snowboarding,1994,"Electro Brain Corp., Pack-In-Video Co., Ltd","Simulation, Sports",Super Nintendo Entertainment System
Tony Meola's Sidekicks Soccer,1993,"Electro Brain Corp., Pack-In-Video Co., Ltd, Playtronic Industrial Ltda.",Sports,Super Nintendo Entertainment System
Top Gear,1992,"Kotobuki System Co., Ltd.","Action, Racing / driving",Super Nintendo Entertainment System
Top Gear 2,1993,"Kemco U.S.A., Inc., Kotobuki System Co., Ltd.",Racing / driving,Super Nintendo Entertainment System
Top Gear 3000,1994,"Kotobuki System Co., Ltd.",Racing / driving,Super Nintendo Entertainment System
Torneko no Daib?ken: Fushigi no Dungeon,1993,"Chunsoft Co., Ltd.",Action,Super Nintendo Entertainment System
Total Carnage,1993,Malibu Games,Action,Super Nintendo Entertainment System
Toys,1993,"Absolute Entertainment, Inc.",Action,Super Nintendo Entertainment System
Treasure Hunter G,1996,"Square Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Troddlers,1993,"Seika Corporation, Storm","Action, Puzzle",Super Nintendo Entertainment System
Troy Aikman NFL Football,1995,"Williams Entertainment, Inc.",Sports,Super Nintendo Entertainment System
True Golf Classics: Waialae Country Club,1991,"T&E Soft, Inc., T&E Soft of America, Inc.",Sports,Super Nintendo Entertainment System
True Golf Classics: Wicked 18,1993,"Bullet-Proof Software, Inc., T&E Soft, Inc.",Sports,Super Nintendo Entertainment System
True Lies,1994,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Turbo Toons,1994,Empire Interactive Europe Ltd.,Racing / driving,Super Nintendo Entertainment System
Turn and Burn: No-Fly Zone,1994,"Absolute Entertainment, Inc., Pack-In-Video Co., Ltd","Action, Simulation",Super Nintendo Entertainment System
The Twisted Tales of Spike McFang,1993,"Bullet-Proof Software, Inc., Naxat Soft","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Uch? no Kishi: Tekkaman Blade,1993,Interbec,Action,Super Nintendo Entertainment System
Ultima: Ky?ry? Teikoku,1995,"Pony Canyon, Inc.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Ultima: Runes of Virtue II,1994,"Electronic Arts Victor, FCI, Pony Canyon, Inc.",Action,Super Nintendo Entertainment System
Ultimate Fighter,1992,"Culture Brain Inc., Culture Brain USA, Inc.",Action,Super Nintendo Entertainment System
Ultimate Mortal Kombat 3,1996,"Williams Entertainment, Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Ultima: The Black Gate,1994,"FCI, Pony Canyon, Inc.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Ultima VI: The False Prophet,1992,"FCI, Pony Canyon, Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Ultraman,1991,"Bandai America, Inc., Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Ultra Seven,1993,"Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Umihara Kawase,1994,TNN,"Action, Puzzle",Super Nintendo Entertainment System
Uncharted Waters,1992,"KOEI Co., Ltd., KOEI Corporation","Simulation, Strategy / tactics",Super Nintendo Entertainment System
UNDAKE 30: Same Game Daisakusen - Mario Version,1995,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Undercover Cops,1995,Varie Corporation,Action,Super Nintendo Entertainment System
Unholy Night: The Darkness Hunter,2017,JoshProd,Action,Super Nintendo Entertainment System
Uniracers,1994,"Nintendo Co., Ltd., Nintendo of America Inc.",Racing / driving,Super Nintendo Entertainment System
U.N. Squadron,1991,"Capcom Co., Ltd., Capcom U.S.A., Inc.",Action,Super Nintendo Entertainment System
The Untouchables,1994,"Ocean of America, Inc.",Action,Super Nintendo Entertainment System
Urban Strike,1995,"Electronic Arts, Inc.",Action,Super Nintendo Entertainment System
Utopia: The Creation of a Nation,1993,"Epic/Sony Inc., Jaleco USA, Inc., Konami Deutschland GmbH, GameTek UK Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Uwol: Quest for Money,2013,Ubhres Productions,Action,Super Nintendo Entertainment System
Vegas Stakes,1993,"Imagineer Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.",Simulation,Super Nintendo Entertainment System
Venom • Spider-Man: Separation Anxiety,1995,"Acclaim Entertainment, Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Virtual Bart,1994,"Acclaim Entertainment Ltd., Acclaim Japan, Ltd.",Action,Super Nintendo Entertainment System
Virtual Soccer,1994,"Hudson Soft Company, Ltd.","Simulation, Sports",Super Nintendo Entertainment System
Vortex,1994,"Electro Brain Corp., Pack-In-Video Co., Ltd","Action, Racing / driving",Super Nintendo Entertainment System
WakuWaku Ski Wonder Spur,1995,"Human Entertainment, Inc.",Sports,Super Nintendo Entertainment System
War 2410,1995,"Advanced Productions, Inc.",Strategy / tactics,Super Nintendo Entertainment System
War 3010: The Revolution,1996,"Advanced Productions, Inc.",Strategy / tactics,Super Nintendo Entertainment System
Wario's Woods,1994,"Nintendo of America Inc., Nintendo of Europe GmbH",Puzzle,Super Nintendo Entertainment System
Warlock,1994,"Acclaim Japan, Ltd., LJN, Ltd., Playtronic Industrial Ltda., Trimark Interactive",Action,Super Nintendo Entertainment System
WarpSpeed,1992,Ballistic,Action,Super Nintendo Entertainment System
Waterworld,1995,Ocean Software Ltd.,Action,Super Nintendo Entertainment System
Wayne Gretzky and the NHLPA All-Stars,1995,Time Warner Interactive Inc.,Sports,Super Nintendo Entertainment System
Wayne's World,1993,THQ Inc.,Action,Super Nintendo Entertainment System
WCW SuperBrawl Wrestling,1994,FCI,Sports,Super Nintendo Entertainment System
WeaponLord,1995,Namco Hometek Inc.,Action,Super Nintendo Entertainment System
We're Back!: A Dinosaur's Story,1993,"Hi-Tech Expressions, Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Wheel of Fortune,1992,"GameTek, Inc.",Puzzle,Super Nintendo Entertainment System
Wheel of Fortune: Deluxe Edition,1994,"GameTek, Inc.",Puzzle,Super Nintendo Entertainment System
Where in the World Is Carmen Sandiego?,1993,"Electronic Arts, Inc.","Adventure, Educational",Super Nintendo Entertainment System
Where in Time Is Carmen Sandiego?,1992,"Hi-Tech Expressions, Inc.","Adventure, Educational",Super Nintendo Entertainment System
Whirlo,1992,"Namco Limited, Namco Europe Limited",Action,Super Nintendo Entertainment System
Whizz,1996,"Titus France SA, Titus Software Corporation",Action,Super Nintendo Entertainment System
Wild Guns,1994,"Natsume Co., Ltd., Natsume, Inc.",Action,Super Nintendo Entertainment System
WildSnake,1994,"Spectrum Holobyte, Inc., Yojigen",Puzzle,Super Nintendo Entertainment System
Williams Arcade Classics,1996,"Midway Home Entertainment, Inc.","Action, Compilation",Super Nintendo Entertainment System
Wing Commander,1992,"ASCII Corporation, Mindscape, Inc.","Action, Simulation",Super Nintendo Entertainment System
Wing Commander: The Secret Missions,1993,"Mindscape, Inc.",DLC / add-on,Super Nintendo Entertainment System
Wings 2: Aces High,1992,"Namco Limited, Namco Hometek Inc.","Action, Simulation",Super Nintendo Entertainment System
Winning Post,1993,"KOEI Co., Ltd.","Simulation, Sports",Super Nintendo Entertainment System
Winter Gold,1996,"Nintendo Co., Ltd.","Action, Sports",Super Nintendo Entertainment System
Winter Olympics: Lillehammer '94,1994,"U.S. Gold, Inc., U.S. Gold Ltd.",Sports,Super Nintendo Entertainment System
The Wizard of Oz,1993,"SETA U.S.A., Inc.",Action,Super Nintendo Entertainment System
Wizardry: Bane of the Cosmic Forge,1995,ASCII Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Wizardry I•II•III: Story of Llylgamin,1999,"Media Factory, Inc.","Compilation, Role-Playing (RPG)",Super Nintendo Entertainment System
Wizardry V: Heart of the Maelstrom,1992,"ASCII Corporation, Capcom U.S.A., Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Wolfchild,1993,"Virgin Games, Inc.",Action,Super Nintendo Entertainment System
Wolfenstein 3D,1994,"Imagineer Co., Ltd.",Action,Super Nintendo Entertainment System
Wolverine: Adamantium Rage,1994,"Acclaim Japan, Ltd., LJN, Ltd.",Action,Super Nintendo Entertainment System
Wonder Project J: Kikai no Sh?nen Pino,1994,Enix Corporation,"Role-Playing (RPG), Simulation",Super Nintendo Entertainment System
Wordtris,1992,Nintendo of America Inc.,Puzzle,Super Nintendo Entertainment System
World Cup USA 94,1994,"Sun Corporation, U.S. Gold, Inc., U.S. Gold Ltd.",Sports,Super Nintendo Entertainment System
World Heroes,1993,Sun Electronics Corp.,Action,Super Nintendo Entertainment System
World Heroes 2,1994,"Saurus Co., Ltd., TAKARA U.S.A. CORP.",Action,Super Nintendo Entertainment System
World Masters Golf,1995,Virgin Interactive Entertainment (Europe) Ltd.,Sports,Super Nintendo Entertainment System
Worms,1996,Ocean Software Ltd.,Strategy / tactics,Super Nintendo Entertainment System
Wrecking Crew '98,1998,"Nintendo Co., Ltd.",Action,Super Nintendo Entertainment System
WWF Raw,1994,"LJN, Ltd.",Sports,Super Nintendo Entertainment System
WWF Royal Rumble,1993,"Acclaim Japan, Ltd., LJN, Ltd.",Sports,Super Nintendo Entertainment System
WWF Super WrestleMania,1992,"Acclaim Japan, Ltd., LJN, Ltd., Playtronic Industrial Ltda.",Sports,Super Nintendo Entertainment System
WWF WrestleMania,1995,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd.","Action, Sports",Super Nintendo Entertainment System
Xak: The Art of Visual Stage,1993,Sun Electronics Corp.,"Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Xardion,1992,"Asmik Corporation, Asmik Corp. of America",Action,Super Nintendo Entertainment System
X-Kaliber 2097,1994,"Activision, Inc., Toshiba-EMI Ltd.",Action,Super Nintendo Entertainment System
X-Men: Mutant Apocalypse,1994,"Capcom Co., Ltd., Capcom U.S.A., Inc.",Action,Super Nintendo Entertainment System
X-Zone,1992,"Kemco, Kotobuki System Co., Ltd.",Action,Super Nintendo Entertainment System
Yoshi no Cookie: Kuruppon Oven de Cookie ,1994,,"Puzzle, Strategy / tactics",Super Nintendo Entertainment System
Yoshi's Cookie,1993,"Bullet-Proof Software, Inc., Nintendo of America Inc.",Puzzle,Super Nintendo Entertainment System
Yoshi's Safari,1993,"Nintendo Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Young Merlin,1993,"Virgin Games, Inc.",Action,Super Nintendo Entertainment System
Ys III: Wanderers from Ys,1991,"American Sammy Corporation, Tonkinhouse",Role-Playing (RPG),Super Nintendo Entertainment System
Ys IV: Mask of the Sun,1993,Tonkinhouse,Role-Playing (RPG),Super Nintendo Entertainment System
Ys V: Ushinawareta Suna no Miyako Kefin,1995,"KOEI Co., Ltd., Nihon Falcom Corp.",Role-Playing (RPG),Super Nintendo Entertainment System
Yume Meiky?: Kigurumi Daib?ken,1994,Hect Co. Ltd.,Role-Playing (RPG),Super Nintendo Entertainment System
Y? Y? Hakusho 2: Kakut? no Sho,1994,Namcot,Action,Super Nintendo Entertainment System
Y? Y? Hakusho Final: Makai Saiky? Retsuden,1995,Namco Limited,Action,Super Nintendo Entertainment System
Zen Nippon Pro Wrestling,1993,Masaya,Sports,Super Nintendo Entertainment System
Zen Nippon Pro Wrestling Dash: Sekai Saiky? Tag,1993,Masaya,Sports,Super Nintendo Entertainment System
Zero4 Champ: RR,1994,Media Rings Corporation,"Racing / driving, Simulation",Super Nintendo Entertainment System
Zero4 Champ: RR-Z,1995,Media Rings Corporation,"Racing / driving, Simulation",Super Nintendo Entertainment System
Zero the Kamikaze Squirrel,1994,"Playtronic Industrial Ltda., Sun Corporation",Action,Super Nintendo Entertainment System
Zico Soccer,1994,Electronic Arts Victor,Sports,Super Nintendo Entertainment System
Zig Zag Cat: Dach? Club mo Oosawagi da,1994,Den'Z,Action,Super Nintendo Entertainment System
Zoku: The Legend of Bishin,1993,Magifact,"Action, Racing / driving",Super Nintendo Entertainment System
Zombies Ate My Neighbors,1993,"Konami, Inc.",Action,Super Nintendo Entertainment System
Zool,1993,"Gremlin Graphics Software Limited, Nissho Iwai Infocom Systems Co., Ltd.",Action,Super Nintendo Entertainment System
Zoop,1996,Viacom New Media,"Action, Puzzle",Super Nintendo Entertainment System
